path,type,Language,translationOf,id,title,text,description,hebergementsConcernes,maisonsTourisme,startDate,endDate,state,image
sejour-fute/festival-de-jazz-du-manege-mons-en-jazz/festival-de-jazz-du-manege-mons-en-jazz-1,Image,,,festival-de-jazz-du-manege-mons-en-jazz-1,festival de jazz du manège: Mons en jazz,,Mons hébergement gîtes et chambres d'hôtes Mons en jazz,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/festival-de-jazz-du-manege-mons-en-jazz/festival-de-jazz-du-manege-mons-en-jazz-1
sejour-fute/festival-de-jazz-du-manege-mons-en-jazz/festival-de-jazz-du-manege-mons-en-jazz,Vignette,,,festival-de-jazz-du-manege-mons-en-jazz,festival de jazz du manège: Mons en jazz,,"Logement à proximité de Mons, festival de jazz du manège: Mons en jazz",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/festival-de-jazz-du-manege-mons-en-jazz/festival-de-jazz-du-manege-mons-en-jazz
sejour-fute/sejour-gourmand,SejourFute,fr,,sejour-gourmand,Séjour Gourmand,"
<p align=""center""><img class=""image-inline"" src=""sejour-gourmand-en-wallonie"" alt=""Séjour Gourmand en Wallonie"" /><br /></p>
<p>Vous serez accueilli chaleureusement par nos propriétaires en chambre d'hôtes.  Au menu, une chambre douillette et originale, un cadre revigorant et propice aux échappées d'un jour, une cuisine unique aux senteurs de saison...  Et surtout un accueil par les propriétaires avec une petite surprise toute ""régionale"".  Idéal pour une échappée à deux ou à plusieurs… Un moment de calme et de sérénité à partager par tous au coin du feu.  Les hôtes se feront un plaisir de vous donner tous les ""bons plans"" découvertes des environs.  En cas de doute sur l'une ou l'autre destination ou visite, une seule de personne de contact : votre hôte, le véritable spécialiste de la région.</p>
<p class=""discreet"">Ce package est une offre exclusive Flair  et de la brochure Escapades Wallonie. Téléchargez ou commandez-la sur le site de l'<a href=""http://www.opt.be"" target=""_blank"">OPT</a> ! <br />Vous
y trouverez toutes les informations nécessaires à la réservation et les
coupons à remplir qui vous permettront de bénéficier du tarif spécial
annoncé sur cette page.</p>
<p>Tarif tout compris par personne € 50,- :</p>
<ul><li>1 nuitée en chambre d'hôtes.</li></ul>
<ul><li>1 petit déjeuner du terroir.</li></ul>
<ul><li>1 repas du soir.</li></ul>
<ul><li>1 panier de produits du terroir (1 par chambre).</li></ul>
<p class=""discreet"">Supplément single : € 15,-.<br />Offre valable selon disponibilités.</p>
","Du 1 janvier au 31 décembre 2009, goûtez aux plaisirs de la campagne en chambres d'hôtes.",1160|156|1000|1178|139|1005|241|1226|840|199|933|847|11|1116|1083|1008|956|384|378|709|1500|1501|1503|1502,,2008/12/22,2009/12/31,publish,
sejour-fute/sejour-gourmand/sejour-gourmand-en-chambre-d-hotes,Vignette,,,sejour-gourmand-en-chambre-d-hotes,Séjour Gourmand en chambre d'hôtes,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/sejour-gourmand/sejour-gourmand-en-chambre-d-hotes
sejour-fute/sejour-gourmand/sejour-gourmand-en-wallonie,Image,,,sejour-gourmand-en-wallonie,Séjour Gourmand en Wallonie,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/sejour-gourmand/sejour-gourmand-en-wallonie
sejour-fute/gourmet-stay,SejourFute,en,sejour-fute/sejour-gourmand,gourmet-stay,Gourmet stay,"
<p align=""center""><img class=""image-inline"" src=""sejour-gourmand-en-wallonie"" alt=""Séjour Gourmand en Wallonie"" /><br /></p>
<p>You will get a warm-hearted welcome from our ""Gîtes de Wallonie"" guest room owners. They offer you an original and cosy room, an invigorating setting that is ideal for a one-day getaway, a unique cuisine with seasonal products...., as well as a ""regional"" surprise. Perfect for a getaway with your partner or friends...Enjoy the peace and quiet by the fire. Your host will give you the key that only locals possess to secret spots. Should you have any doubts on a destination or visit, you have only one contact: your host, the true specialist of the region.</p>
<p class=""discreet"">This package is an exclusive offer from our brochure Escapades Wallonia. Download or order it on the <a href=""http://www.opt.be"" target=""_blank"">OPT website</a>!<br />
You will find all the necessary information for booking and the coupons allowing you to benefit from the special rate mentioned on this page.</p>
<p>All inclusive rate per person € 50,-:</p>
<ul><li>1 night in a guest room.</li></ul>
<ul><li>1 regional breakfast.</li></ul>
<ul><li>1 dinner.</li></ul>
<ul><li>1 basket with local produce : 1 per room.</li></ul>
<p class=""discreet"">Supplement single: € 15,-.<br />Offer valid upon availability.</p>
","From January 1 to December 31, 2009, enjoy the countryside in a guest room!",1160|156|1000|1178|139|1005|241|1226|840|199|933|847|11|1116|1083|1008|956|384|378|709|1500|1501|1503|1502,,2008/12/22,2009/12/31,publish,
sejour-fute/gourmet-stay/sejour-gourmand-en-wallonie,Image,,,sejour-gourmand-en-wallonie,Séjour Gourmand en Wallonie,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/gourmet-stay/sejour-gourmand-en-wallonie
sejour-fute/gourmet-stay/gourmet-stay-belgium,Vignette,,,gourmet-stay-belgium,Gourmet stay Belgium,,bed and breakfast Gourmet stay ,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/gourmet-stay/gourmet-stay-belgium
sejour-fute/karte-t-plus-aktion-in-gastezimmer,SejourFute,de,sejour-fute/action-carte-t-plus-en-chambre-d-hotes,karte-t-plus-aktion-in-gastezimmer,T+ aktion in Gästezimmer,"
<p align=""center""><img class=""image-inline"" src=""t-aktion-in-gastezimmer"" alt=""T+ aktion in Gästezimmer"" /><br /></p>
<p>Genießen Sie einen Aufenthalt, ohne Ihr Sparschwein schlachten zu müssen, für ein Wochenende, zu zweit order mit der Familiein.</p>
<p><b>Das Gîtes de Wallonie Angebot für jeden Aufenthalt zwischen 17 Februar und 31  Dezember 2009 :<br />- 3. Übernachtung gratis*</b></p>
<p class=""discreet"">Dieses Package ist ein exklusives Angebot unserer der Karte T+. Bestellen Sie auf  <a href=""http://www.cartetplus.be/"" target=""_blank"">OPT Webseite</a> !</p>
<p class=""discreet"">* 2 Übernachtungen bezahlt + 1 Übernachtung gratis für jeden Aufenthalt zwischen 17 Februar und 31  Dezember 2009.</p>
",Ermäßigungen für Aufenthalte in Gästezimmer von 17 Februar bis 31 Dezember 2009.,1000|1376|1267|1260|1120|1467|1466|1468|1116|1008|1083|1322,,2009/02/17,2009/12/31,publish,
sejour-fute/karte-t-plus-aktion-in-gastezimmer/t-aktion-in-gastezimmer,Image,,,t-aktion-in-gastezimmer,T+ aktion in Gästezimmer,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/karte-t-plus-aktion-in-gastezimmer/t-aktion-in-gastezimmer
sejour-fute/karte-t-plus-aktion-in-gastezimmer/t-aktion-in-gastezimmer-1,Vignette,,,t-aktion-in-gastezimmer-1,T+ aktion in Gästezimmer,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/karte-t-plus-aktion-in-gastezimmer/t-aktion-in-gastezimmer-1
sejour-fute/t-plus-card-action-in-guest-rooms,SejourFute,en,sejour-fute/action-carte-t-plus-en-chambre-d-hotes,t-plus-card-action-in-guest-rooms,T+ Action in guest rooms,"
<p align=""center""><img class=""image-inline"" src=""t-action-in-guest-rooms-1"" alt=""T+ Action in guest rooms"" /><br /></p>
<p>Without need of breaking your piggy bank, take advantage of weekend stays. For two or with the family, all is possible.</p>
<p><b>The « Gîtes de Wallonie » offer for all stays from 17 february to 31 december 2009:<br />- 3rd night free*</b></p>
<p class=""discreet""><b><i></i></b>This package is an exclusive offer for T+ Card. order it on the <a href=""http://www.cartetplus.be"" target=""_blank"">OPT website</a></p>
<p class=""discreet"">* -2 paying overnights + 1 free night for any stay from 17 february to 31 december 2009.</p>
","From 17 february to 31 december 2009, rebates on your guest room stay with the T+ Card.",1000|1376|1267|1260|1120|1467|1466|1468|1116|1008|1083|1322,,2009/02/17,2009/12/31,publish,
sejour-fute/t-plus-card-action-in-guest-rooms/t-action-in-guest-rooms,Vignette,,,t-action-in-guest-rooms,T+ Action in guest rooms,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/t-plus-card-action-in-guest-rooms/t-action-in-guest-rooms
sejour-fute/t-plus-card-action-in-guest-rooms/t-action-in-guest-rooms-1,Image,,,t-action-in-guest-rooms-1,T+ Action in guest rooms,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/t-plus-card-action-in-guest-rooms/t-action-in-guest-rooms-1
sejour-fute/wood-weekend,SejourFute,en,sejour-fute/week-end-du-bois,wood-weekend,Wood weekend,"
<p align=""center""><b><img class=""image-inline"" src=""wood-weekend"" alt=""Wood Weekend"" /><br /></b></p>
<p><b>The approach to wood</b><br />crossed exhibition of  wood sculptures and craftsmanship by Christian Jamoye (chain-saw sculpted furniture) and Danilo Malmusi (Penknife sculpted objects) – The artists will be working on the spot.</p>
<p><b>The approach to the tree</b><br />awareness of care to trees and demonstration of care in the heights.</p>
<p><b>Tree climbing</b><br />initiation to the techniques of tree-climbing – Activities for children of 8 and more.</p>
<p><b>Discovery of wood and forest</b><br />walk (upon reservation) with a nature guide of the “asbl Découverte” of Comblain-au-Pont and surroundings. Learn how to recognize the various types of trees and to know their practical uses. Daily departure of the walk at 10.00 from the cave’s welcome building.</p>
<p><i><b>Practical information and reservations</b></i></p>
<p><i>walk : adult 4€, child (6-11years) 2€<br />walk and visit of the cave: adult 10€, child (6-11years) 6€<br />visit of the cave : adult 8€, child (6-11years) 5€</i><i><br /></i></p>
<p><i>walk only upon reservation<br />visit of the cave at : 10.30, 12.30, 14.00, 15.30, 17.00</i></p>
<p><i>Bureau du Tourisme - Place Leblanc, 
1 à 4170 Comblain-au-Pont<br />04/369 26 44 - <a href=""mailto:tourisme@comblainaupont.be"">tourisme@comblainaupont.be</a></i></p>
<p class=""discreet"">Learn more…</p>
<ul><li>
<p class=""discreet""><a href=""http://www.comblainaupont.be/Le-week-end-du-bois-2008"" target=""_blank"">Le Week-End du Bois 2008</a></p>
</li><li>
<p class=""discreet""><a href=""http://www.comblainaupont.be/"" target=""_blank"">Office du Tourisme de Comblain au Pont</a></p>
</li><li>
<p class=""discreet""><a href=""http://www.ourthe-ambleve.be/"" target=""_blank"">Maison du Tourisme Pays d'Ourthe-Amblève</a></p>
</li></ul>
<p></p>
","From 17 to 19 October 2008, Comblain-au-Pont offers you a weekend on the theme of wood.
",,16,2008/09/11,2008/10/19,publish,
sejour-fute/wood-weekend/week-end-du-bois,Vignette,,,week-end-du-bois,Week-end du bois,,Comblain au Pont,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/wood-weekend/week-end-du-bois
sejour-fute/wood-weekend/wood-weekend,Image,,,wood-weekend,Week-end du bois,,gîte et chambre d'hôtes,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/wood-weekend/wood-weekend
sejour-fute/live-europe-water,SejourFute,nl,sejour-fute/semaine-europeenne-tourisme-rural-eau,live-europe-water,Live Europe: water,"
<p align=""center""><img class=""image-inline"" src=""leau-une-ressource-naturelle"" alt=""Water is heel belangrijk voor ons leefmilieu"" /><br /></p>
<p>Water is heel belangrijk voor ons leefmilieu…</p>
<p>Hoe gebruiken we het ? Hoe besparen we erop ? Hoe geven we het terug aan de natuur zonder het te vervuilen? Het zijn allemaal aspecten waar bezoekers kunnen mee kennismaken bij logeeradressen die technieken van waterrecuperatie en rationeel gebruik toepassen en die het water zuiveren vooraleer het terug in de natuur of de riolering belandt.</p>
<table class=""plain"">
<tbody>
<tr>
<td><img src=""photos_heb/GR910300100.jpg"" /></td>
<td><br /></td>
<td>
<p><b>La Gîterie</b></p>
<p>Sinds eind 2007 is ‘La Gîterie’ uitgerust met een bekken voor waterzuivering (lagunage) van 14 x 6 m.</p>
<p>Hier doet men ook aan afvalselectie en compostering.</p>
<p class=""discreet"">La Gîterie houdt opendeur van 10 tot 12 u en van 13 tot 16 u.<br /></p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><img src=""photos_heb/GR6104115100.jpg"" /></td>
<td><br /></td>
<td>
<p><b>Les Sittelles</b></p>
<p>‘Les Sittelles’ is een geslaagd voorbeeld van recuperatie van regenwater. Recuperatie en gebruik van regenwater is nuttig voor veel toepassingen in huis en in de tuin. Slechts één kraan met stadswater in de keuken zorgt voor de aanvoer van drinkbaar water.</p>
<p>Er worden ook andere belangrijke realisaties getoond: het gebruik van lokaal hout voor de inrichting van de living en het maken van wandkasten, een droogkast op wind- en zonne-energie, een biologische groentetuin en boomgaard, compostverwerking voor verbetering van de groentetuin…</p>
<p class=""discreet"">‘Les Sittelles’ houdt opendeur van 10 tot 12 u en van 13 tot 16 u.<br />‘Les Sittelles’ neemt ook deel aan de <a href=""sejour-fute/live-europe-natuuractiviteiten/"">Natuuractiviteitendag</a> op woensdag 9 april 2008.<br /></p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td>
<p><b>L'ancienne école</b></p>
<p>‘L'ancienne école’ is uitgerust met een aanvoer van natuurlijk water voor het sanitair en de wasmachine. De bron bevindt zich in de kelder. De gîte beschikt over zonnepanelen met een oppervlakte van 40 m². Met één dag zon verwarmen ze een boiler met 3000 liter water. Een gedeelte van dit water wordt gebruikt voor het sanitair en een ander gedeelte voor de voorverwarming van het water van de centrale verwarming (met stookolie). Er werd ook een bekken aangelegd voor de zuivering van het afvalwater.</p>
<p class=""discreet"">‘L'ancienne école’ houdt opendeur van 14 tot 16 u.</p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><img src=""photos_heb/GRECR8400989800.jpg"" /></td>
<td><br /></td>
<td>
<p><b>Aubyvouac</b></p>
<p>‘Aubyvouac’ vangt regenwater op in een tank van 5000 liter voor de bevoorrading van het sanitair.</p>
<p>Er worden ook andere realisaties getoond: verwarming met een warmtepomp, de isolatie van de woning…<br /></p>
<p class=""discreet"">‘Aubyvouac’ houdt opendeur van 14 tot 16 u.<br /></p>
<p class=""discreet"">‘Aubyvouac’ neemt ook deel aan de <a href=""sejour-fute/live-europe-energiebesparing"">Energiebesparingsdag</a>  op donderdag 10 april 2008.</p>
</td>
</tr>
</tbody>
</table>
<p></p>
","Op 8 april 2008 zetten de Gîtes de Wallonie hun deuren open op het thema van water.
",24|429|1110|1105|812,,2008/03/03,2008/04/12,publish,
sejour-fute/live-europe-water/leau-une-ressource-naturelle,Image,,,leau-une-ressource-naturelle,"L'eau, une ressource naturelle",,Semaine européenne du tourisme rural - 08 avril 2008,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/live-europe-water/leau-une-ressource-naturelle
sejour-fute/live-europe-water/semaine-europenne-du-tourisme-rural-eau,Vignette,,,semaine-europenne-du-tourisme-rural-eau,Semaine europénne du tourisme rural : eau,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/live-europe-water/semaine-europenne-du-tourisme-rural-eau
sejour-fute/live-europe-energiebesparing,SejourFute,nl,sejour-fute/semaine-europeenne-tourisme-rural-preservation-energies,live-europe-energiebesparing,Live Europe : Energiebesparing,"<br />
<p align=""center""><img class=""image-inline"" src=""semaine-europenne-du-tourisme-rural-preservation-des-energies-1"" alt=""Semaine europénne du tourisme rural : Préservation des énergies"" /></p>
<p align=""left"">Wij hopen op een zonnige dag, want we willen u laten kennismaken met de opwekking van groene energie zoals fotovoltaïsche panelen, zonnepanelen, maar ook moderne technieken om een gebouw te verwarmen.</p>
<p align=""left"">De  moderne technieken laten inderdaad belangrijke besparingen toe op het gebied van het gebruik van fossiele energie.</p>
<p align=""left""></p>
<table class=""plain"">
<tbody>
<tr>
<td><img src=""/photos_heb/GR850460200.jpg"" /></td>
<td><br /></td>
<td>
<p><b>Non Loin de l'Arlune<br /></b></p>
<p>‘Non Loin de l'Arlune’ beschikt over zonnepanelen voor warm water in de gîte en de woning van de eigenaars.</p>
<p class=""discreet"">Non Loin de l'Arlune houdt opendeur van 14 tot 18 u.<br /></p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><img src=""/photos_heb/GR9105949900.jpg"" /></td>
<td><br /></td>
<td><b>Ferme du Colombier : Les Coquelicots<br /></b>
<p></p>
<p>‘Les Coquelicots’ is een ecologische gîte die volledig bepleisterd is met klei, zonder enig spoor van zware metalen of kooien van Faraday.</p>
<p class=""discreet"">La Ferme du Colombier: Les Coquelicots houdt opendeur van 10 tot 12 u en van 13 tot 16 u.</p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><img src=""/photos_heb/GR8403378900.jpg"" /></td>
<td><br /></td>
<td>
<p><b>Le Liteau</b></p>
<p>De eigenaars geven uitleg over hun groene realisaties : zonnepanelen voor het sanitair, houtpelletkachels en een project voor fotovoltaïsche panelen (via aankoopgroepering).</p>
<p class=""discreet"">Le Liteau houdt opendeur van 9.30 tot 19 u.</p>
<p class=""discreet"">Le Liteau neemt ook deel aan de <a href=""sejour-fute/live-europe-natuuractiviteiten"">Natuuractiviteitendag</a>  op woensdag 9 april 2008.</p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><img src=""/photos_heb/GRECR8400989800.jpg"" /></td>
<td><br /></td>
<td>
<p><b>Aubyvouac</b></p>
<p>Aubyvouac heeft twee belangrijke karakteristieken: een verwarming met warmtepomp (extractie van de warmte uit de ondergrond voor vloerverwarming en warm water) en een constructie met een houten geraamte.</p>
<p class=""discreet"">Aubyvouac houdt opendeur van 10 tot 12 u en van 13 tot 16 u.</p>
<p class=""discreet"">Aubyvouac neemt ook deel aan de <a href=""sejour-fute/live-europe-water"">Dag van het Water</a> op dinsdag 8 april 2008.</p>
</td>
</tr>
<tr>
<td><br /></td>
<td><br /></td>
<td><br /></td>
</tr>
<tr>
<td><img src=""/photos_heb/MH8301278800.jpg"" /></td>
<td><br /></td>
<td>
<p><b>Chez Tante Alice<br /></b></p>
<p>‘Chez Tante Alice’ opent zijn deuren om u het gebruik te tonen van zonnepanelen die zorgen voor warm sanitair water. Een regenwatertank wordt gebruikt voor de was en de wc’s, die voorzien zijn van een waterzuinige spoelbak. De ecologische filosofie is verder nog te vinden in de isolatie van de veranda en de zolder met cellulose, maar ook in de bepleistering met klei op de muren in lemen baksteen (vochtregulerend).</p>
<p class=""discreet"">Chez Tante Alice houdt opendeur van 10 tot 16 u.</p>
</td>
</tr>
<tr>
<td><img src=""/photos_heb/GR910340300.jpg"" /></td>
<td><br /></td>
<td>
<p><b>La Fontanelle<br /></b></p>
<p>De eigenaar zal aanwezig zijn om u te ontvangen en te praten over zijn bezorgdheid en inspanningen voor het milieu, en meer bepaald over zijn ervaringen op het gebied van zonne-energie (installatie in de gîte) en de integratie van milieuconcepten in het onthaal.</p>
<p class=""discreet"">La Fontanelle houdt opendeur van 10.30 tot 16 u.</p>
</td>
</tr>
</tbody>
</table>
<br />",Op 10 april 2008 staat energiebesparing centraal in de gîtes en gastenkamers van Wallonië.,149|751|1007|1105|1006|233|1120|1119,,2008/03/03,2008/04/12,publish,
sejour-fute/live-europe-energiebesparing/semaine-europenne-du-tourisme-rural-preservation-des-energies,Vignette,,,semaine-europenne-du-tourisme-rural-preservation-des-energies,Semaine europénne du tourisme rural : Préservation des énergies,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/live-europe-energiebesparing/semaine-europenne-du-tourisme-rural-preservation-des-energies
sejour-fute/live-europe-energiebesparing/semaine-europenne-du-tourisme-rural-preservation-des-energies-1,Image,,,semaine-europenne-du-tourisme-rural-preservation-des-energies-1,Semaine europénne du tourisme rural : Préservation des énergies,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/live-europe-energiebesparing/semaine-europenne-du-tourisme-rural-preservation-des-energies-1
sejour-fute/live-europe-in-de-tuin,SejourFute,nl,sejour-fute/semaine-europeenne-tourisme-rural-au-jardin,live-europe-in-de-tuin,Live Europe: in de Tuin,"<br />
<p align=""center""><img class=""image-inline"" src=""semaine-europenne-du-tourisme-rural-au-jardin-1"" alt=""Semaine europénne du tourisme rural : au Jardin"" /></p>
<p>De ‘Tuin’-gîtes en -gastenkamers zijn vooral plaatsen vol heerlijke geuren. Uw gastheer is een verwoed tuinier en zal u als een vriend rondleiden in zijn tuin.</p>
<p>Profiteer van een ogenblik van rust in deze prachtige tuinen. Bovendien wacht u om de haverklap een verrassing. De eigenaar is een kenner en laat u graag kennismaken met de esthetische en botanische eigenschappen van zijn tuin.</p>
<p>De ‘Tuin’-gîtes en -gastenkamers zijn oases van rust. Diversiteit en respect voor de natuur staan op het menu. Alle natuurlijke middelen worden ingezet: het onkruid wordt manueel verwijderd, het product tegen bladluizen werd gemaakt op basis van brandnetels… en er worden nooit pesticides of onkruidverdelgers gebruikt. Daarbij voegt zich de natuurlijke attractie van de aanplantingen, de kwaliteit van het onderhoud en de passie van de tuinier.</p>
<p class=""discreet"">‘La Maraude’ is open van 14 tot 16 u.<br />‘Les Jardins du Noir Mouton’ zijn open van 10 tot 12 u en van 14 tot 18 u.</p>
",Op 11 april 2008 nemen wij u mee voor een kennismaking met onze bijzondere tuinen.,1051|943,,2008/03/13,2008/04/12,publish,
sejour-fute/live-europe-in-de-tuin/semaine-europenne-du-tourisme-rural-au-jardin,Vignette,,,semaine-europenne-du-tourisme-rural-au-jardin,Semaine europénne du tourisme rural : au Jardin,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/live-europe-in-de-tuin/semaine-europenne-du-tourisme-rural-au-jardin
sejour-fute/live-europe-in-de-tuin/semaine-europenne-du-tourisme-rural-au-jardin-1,Image,,,semaine-europenne-du-tourisme-rural-au-jardin-1,Semaine europénne du tourisme rural : au Jardin,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/live-europe-in-de-tuin/semaine-europenne-du-tourisme-rural-au-jardin-1
sejour-fute/action-printemps,SejourFute,fr,,action-printemps,Action Printemps,"
<div align=""center""><img class=""image-inline"" src=""action-printemps"" alt=""Action Printemps"" />
<br /></div>
<p>Sans avoir à casser sa tirelire, profitez de séjours pour un 
  week-end, un mid-week, une semaine ou plus. Pour deux, en famille ou un groupe, 
  toutes les formules sont possibles.</p>
<p>L’offre Gîtes de Wallonie pour tout séjour du 21 mars au 
  4 mai :</p>
<p><i><b>En gîte et meublé :</b></i><br />
  - 15% sur le montant de la location pour un mid-week*<br />
  - 10% sur le montant de la location pour un week-end ou une semaine**</p>
<p><b><i>En chambre et maison d’hôtes :</i></b><br />
  - 3ième nuitée gratuite***<br /></p>
<p><strong>CODE PROMO : PRINTEMPS</strong></p>
<p class=""discreet"">* -15% sur le montant de la location (hors taxes et charges) pour tout séjour 
  d'un mid-week du 21 mars au 4 mai.<br />** -10% sur le montant de la location (hors taxes et charges) 
  pour tout séjour d'une semaine ou d'un week-end du 21 mars au 4 mai.<br />*** 2 nuitées payantes + 1 nuitée gratuite pour tout séjour 
  du 21 mars au 4 mai.</p>
","Du 21 mars au 4 mai 2008, des réductions sur vos séjours en gîtes ou en chambres d'hôtes.",374|77|867|1006|397|1105|92|963|909|196|550|112|259|865|258|970|66|1102|1009|375|781|75|245|139|952|868|898|1036|649|510|90|237|236|1098|238|264|1080|40|1059|925|1099|849|678|208|879|1057|736|694|814|11|670|52|262|89|844|559|249|78|618|971|549|270|878|502|872|431|106|937|340|873|887|599|882|541|415|740|962|149|134|669|394|403|1062|812|1051|1027|324|1052|570|342|418|167|110|265|1007|940|640|917|955|414|990|938|312|757|429|534|539|1079|1083|158|357|573|748|749|1056|1107|908|436|197|368|58|59|60|373|12|636|876|1108|1100|1101|1054|428,,2008/02/13,2008/05/04,publish,
sejour-fute/action-printemps/action-printemps-1,Vignette,,,action-printemps-1,Action Printemps,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/action-printemps/action-printemps-1
sejour-fute/action-printemps/action-printemps,Image,,,action-printemps,Action Printemps,,10 ou 15 pourcent de réduction sur votre séjour en gîte en Ardenne,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/action-printemps/action-printemps
sejour-fute/halloween-in-comblain-au-pont-1,SejourFute,de,sejour-fute/halloween-magie-et-enchantement-a-comblain-au-pont,halloween-in-comblain-au-pont-1,Halloween in Comblain-au-Pont,"<p align=""center""><img class=""image-inline"" src=""halloween-comblain-au-pont"" alt=""ferienhäuser und Gästezimmer und Comblain au Pont"" /><br /></p>
<p>Die Hexe Barbastella und die Lichtelfe laden Sie in die wunderbare Welt der Höhle „Grotte de l’Abîme“ und des Fledermauszentrums „Centre d’Interprétation de la Chauve-Souris“ ein.</p>
<p><b>In der Höhle „Grotte de l’Abîme“</b></p>
<p>Die Elfe und ihre magischen Glühwürmchen führen Sie in das Innere der Erde, wo Sie in einer geheimen und fantastischen Welt Irrlichter bestaunen können.</p>
<p><b>Im Fledermauszentrum „Centre d’Interprétation de la Chauve-Souris“</b></p>
<p>Dieses seltsame Gebäude über dem alten Steinbruch „Grand Banc“ ist der Zufluchtsort der Hexe Barbastella. Illusion oder Hexerei? Gelingt es Ihnen, in einer überraschenden und erstaunlichen Umgebung die Geheimnisse dieser rätselhaften Gestalt und ihrer Freunde, der Fledermäuse, zu ergründen?</p>
<p><i><b>Praktische Informationen und Reservierungen<br /></b></i></p>
<p><i>Die Höhle und das Fledermauszentrum sind vom 25. Oktober bis zum 2. November täglich geöffnet. <br />Führung um: 10.30, 12.30, 14.00, 15.30, 17.00 Uhr (Dauer: 1 ¼ Std.)<br />Bureau du Tourisme - Place Leblanc, 
1 à 4170 Comblain-au-Pont<br />04/369 26 44 - <a href=""mailto:tourisme@comblainaupont.be"">tourisme@comblainaupont.be</a></i></p>
<p class=""discreet"">Mehr Infos...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.comblainaupont.be/"" target=""_blank"">Office du Tourisme de Comblain au Pont</a></p>
</li><li>
<p class=""discreet""><a href=""http://www.ourthe-ambleve.be/"" target=""_blank"">Maison du Tourisme Pays d'Ourthe-Amblève</a></p>
</li></ul>
<p></p>",Vom 25. Oktober bis zum 2. November 2008 finden sich die Hexe Barbastella und die Lichtelfe für das Halloween-Fest in Comblain-au-Pont ein.,,16,2008/09/11,2008/11/02,publish,
sejour-fute/halloween-in-comblain-au-pont-1/halloween-comblain-au-pont,Image,,,halloween-comblain-au-pont,Halloween Comblain-au-Pont,,logement,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/halloween-in-comblain-au-pont-1/halloween-comblain-au-pont
sejour-fute/halloween-in-comblain-au-pont-1/halloween-comblain-au-pont-1,Vignette,,,halloween-comblain-au-pont-1,Halloween Comblain-au-Pont,,vakantiewoning,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/halloween-in-comblain-au-pont-1/halloween-comblain-au-pont-1
