path,type,Language,translationOf,id,title,text,description,hebergements,state,image
idee-sejour/themaverblijven/hengel-verblijf/idee-hengel-verblijf,Vignette,,,idee-hengel-verblijf,Idee ‘Hengel’-verblijf,,Themaverblijf ‘Hengelen’ in een gîte of gastenkamer ,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/hengel-verblijf/idee-hengel-verblijf
idee-sejour/themaverblijven/hengel-verblijf/themaverblijf-hengelen,Image,,,themaverblijf-hengelen,Themaverblijf ‘Hengelen’,,"De ‘Hengel’-gîtes en -gastenkamers in de nabijheid van rivieren, meren of vijvers",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/hengel-verblijf/themaverblijf-hengelen
idee-sejour/themaverblijven/themaverblijf-paardrijden,IdeeSejour,nl,idee-sejour/sejours-a-theme/sejour-a-theme-equestre,themaverblijf-paardrijden,Themaverblijf Paardrijden,"
<p align=""center""><b><img src=""themaverblijf-paardrijden"" alt=""Themaverblijf Paardrijden"" /></b></p>
<p></p>
<p align=""justify"">Het logeeradres heeft een inrichting die de wereld van de paarden evoqueert. U vindt er de nodige infrastructuur voor uw paarden: tuigkamer, weide of boxen, maar ook voer voor uw paarden.</p>
<p align=""justify"">Uw gastheer geeft u informatie voor een initiatie, een wandeling, een daguitstap of een tocht van meerdere dagen. Hij kan u desgewenst vergezellen en u laten kennismaken met de streek.</p>
",Liefhebbers van tochtjes te paard kunnen hun passie beleven in de gîtes en gastenkamers met het thema ‘Paardrijden’.,1041|1042|1044|1040|1043|330|344|734|735|139|373|812|949|1155,publish,
idee-sejour/themaverblijven/themaverblijf-paardrijden/themaverblijf-paardrijden,Image,,,themaverblijf-paardrijden,Themaverblijf Paardrijden,,"De gîtes en gastenkamers met het thema ‘Paardrijden’, voor de liefhebbers van ruitertochten.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-paardrijden/themaverblijf-paardrijden
idee-sejour/themaverblijven/themaverblijf-paardrijden/idee-themaverblijf-paardrijden,Vignette,,,idee-themaverblijf-paardrijden,Idee Themaverblijf Paardrijden,,Themaverblijf ‘Paardrijden’ in een gîte of gastenkamer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-paardrijden/idee-themaverblijf-paardrijden
idee-sejour/themaverblijven/themaverblijf-erfgoed,IdeeSejour,nl,idee-sejour/sejours-a-theme/sejour-a-theme-patrimoine,themaverblijf-erfgoed,Themaverblijf Erfgoed,"
<p align=""center""><b><img src=""themaverblijf-erfgoed"" alt=""Themaverblijf Erfgoed"" /></b></p>
<p></p>
<p class=""PageDescr_Titre"">De geschiedenis van het gebouw waarin u verblijft, interesseert u?  U wordt geboeid door de folklore en de tradities van uw vakantiestreek? <br />
Dan zijn de ‘Erfgoed’-gîtes en -gastenkamers ideaal voor u!</p>
<p class=""PageDescr_Txt"">De gebouwen maken deel uit van het bouwkundig erfgoed van Wallonië, de plek heeft een plaats in de geschiedenis van België of de regionale geschiedenis of heeft een rechtstreekse band met de traditie en de folklore.</p>
<p align=""justify""></p>
<p class=""discreet"">Onze partners voor de ‘Erfgoed’-gîtes en -gastenkamers:</p>
<ul><li>
<p class=""discreet""><a href=""http://mrw.wallonie.be/dgatlp/"" target=""_blank"">L'administration wallonne du Patrimoine</a></p>
</li></ul>
",De ‘Erfgoed’-gîtes en -gastenkamers laten u kennismaken met de geschiedenis van Wallonië en de Ardennen.,90|486|114|1113|1114|1115,publish,
idee-sejour/themaverblijven/themaverblijf-erfgoed/themaverblijf-erfgoed,Image,,,themaverblijf-erfgoed,Themaverblijf Erfgoed,,"De ‘Erfgoed’-gîtes en -gastenkamers, de passie voor Waalse geschiedenis, folklore en tradities",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-erfgoed/themaverblijf-erfgoed
idee-sejour/themaverblijven/themaverblijf-erfgoed/idee-themaverblijf-efgoed,Vignette,,,idee-themaverblijf-efgoed,Idee Themaverblijf Erfgoed,,Themaverblijf ‘Erfgoed’ in een gîte of gastenkamer ,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-erfgoed/idee-themaverblijf-efgoed
idee-sejour/themaverblijven/hengel-verblijf/idee-hengel-verblijf,Vignette,,,idee-hengel-verblijf,Idee ‘Hengel’-verblijf,,Themaverblijf ‘Hengelen’ in een gîte of gastenkamer ,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/hengel-verblijf/idee-hengel-verblijf
idee-sejour/themaverblijven/hengel-verblijf/themaverblijf-hengelen,Image,,,themaverblijf-hengelen,Themaverblijf ‘Hengelen’,,"De ‘Hengel’-gîtes en -gastenkamers in de nabijheid van rivieren, meren of vijvers",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/hengel-verblijf/themaverblijf-hengelen
idee-sejour/themaverblijven/themaverblijf-paardrijden/themaverblijf-paardrijden,Image,,,themaverblijf-paardrijden,Themaverblijf Paardrijden,,"De gîtes en gastenkamers met het thema ‘Paardrijden’, voor de liefhebbers van ruitertochten.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-paardrijden/themaverblijf-paardrijden
idee-sejour/themaverblijven/themaverblijf-panda/themaverblijf-panda,Image,,,themaverblijf-panda,Themaverblijf ‘Panda’,,"De ‘Panda’-gîtes en -gastenkamers, in partnerschap met het WWF",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-panda/themaverblijf-panda
idee-sejour/themaverblijven/themaverblijf-panda/idee-themaverbiljf-panda,Vignette,,,idee-themaverbiljf-panda,Idee Themaverblijf ‘Panda’,,Een Themaverblijf ‘Panda’ in een gîte of gastenkamer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-panda/idee-themaverbiljf-panda
idee-sejour/themaverblijven/themaverblijf-natuurontdekkingsactiviteiten/themaverblijf-natuurontdekkingsactiviteiten,Image,,,themaverblijf-natuurontdekkingsactiviteiten,Themaverblijf  ‘Natuurontdekkingsactiviteiten’,,Themaverblijf  ‘Natuurontdekkingsactiviteiten’,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-natuurontdekkingsactiviteiten/themaverblijf-natuurontdekkingsactiviteiten
idee-sejour/themaverblijven/themaverblijf-natuurontdekkingsactiviteiten/idee-themaverblijf-natuurontdekkingsactiviteiten,Vignette,,,idee-themaverblijf-natuurontdekkingsactiviteiten,Idee Themaverblijf ‘Natuurontdekkingsactiviteiten’,,Themaverblijf  ‘Natuurontdekkingsactiviteiten’,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-natuurontdekkingsactiviteiten/idee-themaverblijf-natuurontdekkingsactiviteiten
idee-sejour/themaverblijven/themaverblijf-paardrijden/idee-themaverblijf-paardrijden,Vignette,,,idee-themaverblijf-paardrijden,Idee Themaverblijf Paardrijden,,Themaverblijf ‘Paardrijden’ in een gîte of gastenkamer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-paardrijden/idee-themaverblijf-paardrijden
idee-sejour/themaverblijven/themaverblijf-erfgoed/themaverblijf-erfgoed,Image,,,themaverblijf-erfgoed,Themaverblijf Erfgoed,,"De ‘Erfgoed’-gîtes en -gastenkamers, de passie voor Waalse geschiedenis, folklore en tradities",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-erfgoed/themaverblijf-erfgoed
idee-sejour/themaverblijven/themaverblijf-erfgoed/idee-themaverblijf-efgoed,Vignette,,,idee-themaverblijf-efgoed,Idee Themaverblijf Erfgoed,,Themaverblijf ‘Erfgoed’ in een gîte of gastenkamer ,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themaverblijven/themaverblijf-erfgoed/idee-themaverblijf-efgoed
idee-sejour/themed-stay,IdeeSejourFolder,en,idee-sejour/sejours-a-theme,themed-stay,Themed Stay,,"
<p>Holidays are the opportunity to practice your favourite activity. Relaxation, sport, discovery of the natural Heritage are some of the possibilities offered by the themed gites or guest rooms.  Whether you are an amateur or a confirmed expert, your hosts will guide your leisure time.</p>
",,publish,
idee-sejour/themed-stay/panda-stay,IdeeSejour,en,idee-sejour/sejours-a-theme/sejour-a-theme-panda,panda-stay,Panda Stay,"
<p align=""center""><b><img src=""panda-themed-stays"" alt=""Panda themed stays"" /></b></p>
<p></p>
<p align=""justify"">An always friendly stay in a warm-hearted atmosphere where everyone can relax while discovering  the surrounding nature. Set in protected zones or regions renowned for their beauty and protection of nature, the Panda lodgings provide the possibility of a different stay. The owner  has endeavoured to fit his accommodation with natural materials. He respects the environment thanks to techniques that allow to spare  water and energy and thanks to the sorting of household waste.</p>
<p align=""justify""></p>
<p align=""justify"">He develops and maintains a natural garden where he favours local varieties. He suggests that his guests discover the surrounding nature by walks, didactic panels, educational material</p>
<p align=""justify""></p>
<p class=""discreet"">Our partner for the Panda gites and guest rooms.</p>
<ul><li>
<p class=""discreet""><a href=""http://www.wwf.be/ target="">WWF</a></p>
</li></ul>
","An accommodation situated in a natural region known for its beauty, built and fitted with natural materials and managed in a way that respects the environment and nature..",618|40|814|519|783|784|270|955|77|1204|1205|1184|1119|1120|1466|1467|1468|1134,publish,
idee-sejour/themed-stay/panda-stay/idea-for-a-panda-stay,Vignette,,,idea-for-a-panda-stay,Idea for a Panda Stay,,Panda themed stay in gite or guest room.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/panda-stay/idea-for-a-panda-stay
idee-sejour/themed-stay/panda-stay/panda-themed-stays,Image,,,panda-themed-stays,Panda themed stays,,"The Panda themed  gites and guest rooms, in partnership with WWF",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/panda-stay/panda-themed-stays
idee-sejour/themed-stay/a-stay-of-nature-discovery-activities,IdeeSejour,en,idee-sejour/sejours-a-theme/sejour-a-theme-activites-decouverte-nature,a-stay-of-nature-discovery-activities,Nature Discovery Activities Stay,"
<p align=""center""><b><img src=""nature-discovery-activity-stay"" alt=""Nature Discovery Activity Stay"" /></b></p>
<p></p>
<p align=""justify"">“Nature Discovery Activities” gites and guest rooms are first of all accommodations directed towards nature : decoration relating to nature,  an environment  giving a first approach of nature, tools permitting to discover its richness.</p>
<p align=""justify"">Take advantage of an initiation to the discovery of the surrounding nature ( flora, fauna, geology…) or for the knowledgeable amateurs,  a deepening of their knowledge. It’s always a good way in which to relax while discovering the natural riches of the region.</p>
",You long for active holidays?? Your welcoming hosts suggest walks and  hikes on precise themes.,530|658|840|324|58|59|60|429|660|656|661|659|1037|1500|1501|1503|1502|839|172,publish,
idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/idea-of-a-nature-discovery-activity-stay,Vignette,,,idea-of-a-nature-discovery-activity-stay,Idea of a Nature Discovery Activity Stay,,A Stay of Nature Discovery Activities,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/idea-of-a-nature-discovery-activity-stay
idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/nature-discovery-activity-stay,Image,,,nature-discovery-activity-stay,Nature Discovery Activity Stay,,A stay of Nature Discovery Activities,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/nature-discovery-activity-stay
idee-sejour/themed-stay/fishing-stay,IdeeSejour,en,idee-sejour/sejours-a-theme/sejour-a-theme-peche,fishing-stay,Fishing Stay,"
<p align=""center""><b><img src=""fishing-themed-stay"" alt=""Fishing Themed Stay"" /></b></p>
<p></p>
<p align=""justify"">Wallonia and the Ardennes are criss-crossed by rivers and fishing places in which to tackle the fish during your holidays.</p>
<p align=""justify"">From the Fishing themed gite or guest room, sometimes with your host, you’ll be able to enjoy your favourite sport. Various types of fishing and different places (river, lake, pond…) in the vicinity will be accessible. This is always a good way to relax while discovering the natural riches of the region.</p>
<p>The Fishing themed gite or guest room provides an infrastructure in which to keep your fishing tackle and a fish-tank for live bait and captures.</p>
<p class=""discreet"">To know everything on fishing in Wallonia and the Ardennes :</p>
<ul><li>
<p class=""discreet""><a href=""http://www.maisondelapeche.be/"" target=""_blank"">La maison wallonne de la pêche</a></p>
</li></ul>
",The Fishing Gites or Guest rooms are ideal accommodations for fishing lovers looking for something new.,29|1041|1042|1044|1040|1043|81|136|137|247|451,publish,
idee-sejour/themed-stay/fishing-stay/idea-of-a-fishing-themed-stay,Vignette,,,idea-of-a-fishing-themed-stay,Idea of a Fishing Themed Stay,,Fishing Themed Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/fishing-stay/idea-of-a-fishing-themed-stay
idee-sejour/themed-stay/fishing-stay/fishing-themed-stay,Image,,,fishing-themed-stay,Fishing Themed Stay,,"The Fishing Themed gites and guest rooms, in the vicinity of rivers, lakes and ponds.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/fishing-stay/fishing-themed-stay
idee-sejour/themed-stay/equestrian-stay,IdeeSejour,en,idee-sejour/sejours-a-theme/sejour-a-theme-equestre,equestrian-stay,Equestrian Stay,"
<p align=""center""><b><img src=""equestrian-themed-stay"" alt=""Equestrian Themed Stay"" /></b></p>
<p></p>
<p align=""justify"">Welcomed in an accommodation of which the decoration is in line with the equestrian world, you’ll find the necessary infrastructure for your horses : saddles, meadows or loose boxes and food to feed them.</p>
<p align=""justify"">Your host will provide information for an initiation, a ride, an excursion of one or more days. He might even offer to accompany you to help you discover the region.</p>
",Horse-riding lovers will find all they wish for in the Equestrian themed gites and guest rooms.,1041|1042|1044|1040|1043|330|344|734|735|139|373|812|949|1155,publish,
idee-sejour/themed-stay/equestrian-stay/idea-of-an-equestrian-stay,Vignette,,,idea-of-an-equestrian-stay,Idea of an Equestrian Stay,,Equestrian themed stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/equestrian-stay/idea-of-an-equestrian-stay
idee-sejour/themed-stay/equestrian-stay/equestrian-themed-stay,Image,,,equestrian-themed-stay,Equestrian Themed Stay,,Equestrian Themed gites and guest rooms for horse-riding amateurs.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/equestrian-stay/equestrian-themed-stay
idee-sejour/themed-stay/heritage-stay,IdeeSejour,en,idee-sejour/sejours-a-theme/sejour-a-theme-patrimoine,heritage-stay,Heritage Stay,"
<p align=""center""><b><img src=""heritage-themed-stay"" alt=""Heritage Themed Stay"" /></b></p>
<p></p>
<p class=""PageDescr_Titre"">Are you interested in the history of the building in which you stay? Are you interested by the region that welcomes you the time of your holidays?<br />The Heritage gites and guest rooms will suit you perfectly !</p>
<p class=""PageDescr_Txt"">These buildings are usually listed as Walloon monumental heritage, the site has a past  that relates to the general history of Belgium, to the region in which it is situated or eventually to the tradition and folklore.</p>
<p align=""justify""></p>
<p class=""discreet"">Our partner for the Heritage gites and guest rooms :</p>
<ul><li>
<p class=""discreet""><a href=""http://mrw.wallonie.be/dgatlp/"" target=""_blank"">L'administration wallonne du Patrimoine</a></p>
</li></ul>
",An Heritage Themed Stay in a gite or guest room introduces you to the history of Wallonia and the Ardennes.,90|486|114|1113|1114|1115,publish,
idee-sejour/themed-stay/heritage-stay/idea-of-an-heritage-themed-stay,Vignette,,,idea-of-an-heritage-themed-stay,Idea of an Heritage Themed Stay,,Heritage Themed Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/heritage-stay/idea-of-an-heritage-themed-stay
idee-sejour/themed-stay/heritage-stay/heritage-themed-stay,Image,,,heritage-themed-stay,Heritage Themed Stay,,"Heritage Themed gites and guest rooms, a passion for the folklore and traditions of Wallonia.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/heritage-stay/heritage-themed-stay
idee-sejour/themed-stay/panda-stay/idea-for-a-panda-stay,Vignette,,,idea-for-a-panda-stay,Idea for a Panda Stay,,Panda themed stay in gite or guest room.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/panda-stay/idea-for-a-panda-stay
idee-sejour/themed-stay/panda-stay/panda-themed-stays,Image,,,panda-themed-stays,Panda themed stays,,"The Panda themed  gites and guest rooms, in partnership with WWF",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/panda-stay/panda-themed-stays
idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/idea-of-a-nature-discovery-activity-stay,Vignette,,,idea-of-a-nature-discovery-activity-stay,Idea of a Nature Discovery Activity Stay,,A Stay of Nature Discovery Activities,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/idea-of-a-nature-discovery-activity-stay
idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/nature-discovery-activity-stay,Image,,,nature-discovery-activity-stay,Nature Discovery Activity Stay,,A stay of Nature Discovery Activities,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/a-stay-of-nature-discovery-activities/nature-discovery-activity-stay
idee-sejour/themed-stay/fishing-stay/idea-of-a-fishing-themed-stay,Vignette,,,idea-of-a-fishing-themed-stay,Idea of a Fishing Themed Stay,,Fishing Themed Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/fishing-stay/idea-of-a-fishing-themed-stay
idee-sejour/themed-stay/fishing-stay/fishing-themed-stay,Image,,,fishing-themed-stay,Fishing Themed Stay,,"The Fishing Themed gites and guest rooms, in the vicinity of rivers, lakes and ponds.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/fishing-stay/fishing-themed-stay
idee-sejour/themed-stay/equestrian-stay/idea-of-an-equestrian-stay,Vignette,,,idea-of-an-equestrian-stay,Idea of an Equestrian Stay,,Equestrian themed stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/equestrian-stay/idea-of-an-equestrian-stay
idee-sejour/themed-stay/equestrian-stay/equestrian-themed-stay,Image,,,equestrian-themed-stay,Equestrian Themed Stay,,Equestrian Themed gites and guest rooms for horse-riding amateurs.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/equestrian-stay/equestrian-themed-stay
idee-sejour/themed-stay/heritage-stay/idea-of-an-heritage-themed-stay,Vignette,,,idea-of-an-heritage-themed-stay,Idea of an Heritage Themed Stay,,Heritage Themed Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/heritage-stay/idea-of-an-heritage-themed-stay
idee-sejour/themed-stay/heritage-stay/heritage-themed-stay,Image,,,heritage-themed-stay,Heritage Themed Stay,,"Heritage Themed gites and guest rooms, a passion for the folklore and traditions of Wallonia.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/themed-stay/heritage-stay/heritage-themed-stay
idee-sejour/a-stay-plus,IdeeSejourFolder,en,idee-sejour/sejour-plus,a-stay-plus,Plus Stay,,"
<p>The art of living your leisure at your own pace, following your needs.</p>
<p>A Plus gite or guest room is first of all a « Gite de Wallonie » accommodation of high quality, it offers you a lodging adapted to your needs, letting you live as you wish.</p>
",,publish,
idee-sejour/a-stay-plus/cuddly-baby-stay,IdeeSejour,en,idee-sejour/sejour-plus/sejour-bebe-tendresse,cuddly-baby-stay,Cuddly Baby Stay,"
<p align=""center""><b><img src=""cuddly-baby-stay-plus"" alt=""Cuddly Baby Stay Plus"" /></b></p>
<p>An apple that tastes of a pilfering adventure, a wild flower that smells like liberty, a valley with a breath-taking panorama, the corn ears that tickle our legs, the soft chirping of birds in the morning…and the souvenir of that house of happiness that we returned to with such pleasure, is what the ”Gîtes de Wallonie” offer you.</p>
<p>Because going on holiday with a small child is not always easy, the “Gîtes de Wallonie” offer you the “Cuddly Baby Stay”. Your hosts provide all the necessary utensils for your stay with the children: bed, baby-chair, bath, changing mat, bottle-heater or microwave, unbreakable crockery, and first aid kit.</p>
<p>They also suggest activities for the whole family; tourist attractions that are accessible with a pushchair, activities for all ages…and why not the details of a baby-sitter to allow you an evening out.<b><br /></b></p>
","Rediscover the pleasures and joys of childhood. Who hasn’t souvenirs of holidays in the countryside, seen from the height of our childhood, curious of all things… ",547|629|758|899|953|955|158|83|530|452|384|233|505|879|902|962|167|799|913|1|857|373|106|124|136|242|270|374|402|427|516|343|541|77|633|772|794|797|844|842|874|909|876|616|30|32|90|177|189|576|341|1140|134|502|368|1032|1085|851|1062|1288|1289|202|960|1136|1121|798|1134|682,publish,
idee-sejour/a-stay-plus/cuddly-baby-stay/idea-of-a-cuddly-baby-stay,Vignette,,,idea-of-a-cuddly-baby-stay,Idea of a Cuddly Baby Stay,,Cuddly Baby Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/cuddly-baby-stay/idea-of-a-cuddly-baby-stay
idee-sejour/a-stay-plus/cuddly-baby-stay/cuddly-baby-stay-plus,Image,,,cuddly-baby-stay-plus,Cuddly Baby Stay Plus,,"Cuddly Baby gites and guest rooms, the helping hand for young couples.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/cuddly-baby-stay/cuddly-baby-stay-plus
idee-sejour/a-stay-plus/accessible-to-all-stay,IdeeSejour,en,idee-sejour/sejour-plus/sejour-accessible-a-tous,accessible-to-all-stay,Accessible to All Stay,"
<p align=""center""><b><img src=""accessible-to-all-stay-plus"" alt=""Accessible to All Stay Plus"" /></b></p>
<p align=""left"">Break away from the stress of every-day life is important for all, that is why the Accessible to All accommodations give everyone the possibility of enjoying pleasant holidays. Because a physical or mental deficiency, even temporary, should not be a reason to restrain our liberty of movement.</p>
<p align=""left"">Each Accessible to All gite or guest room  is labelled in such a way as to provide an accessibility adapted to the type of handicap or fragility.</p>
<p align=""left"">The various criteria taken into account are:</p>
<ul><li>the wheelchair-bound : person  in a wheelchair capable of moving on his own</li><li>the assisted wheelchair-bound : person  in a wheelchair with a restricted autonomy needing the presence of a helper</li><li>person walking with difficulty : person using a walking stick, a crutch or  a walker</li><li>person with deficient sight</li><li>person with deficient hearing</li><li>person with difficulties of comprehension</li></ul>
<p>For all the Accessible to All gites and guest rooms, you can obtain a detailed file of each accommodation from the <a title=""Maison des Gîtes de Wallonie"" href=""../../../contacts/contacts"">Maison des Gîtes de Wallonie</a> or directly from the owner.</p>
",A welcoming for all. The Accessible to All gites and guest rooms are designed so that everyone can spend a successful stay whatever his difficulties. ,756|204|209|3|52|521|506|207|946|270|150|607|953|433|648|347|374|58|355|12|385|17|926|560|1156|1134|862,publish,
idee-sejour/a-stay-plus/accessible-to-all-stay/idea-of-an-accessible-to-all-stay,Vignette,,,idea-of-an-accessible-to-all-stay,Idea of an Accessible to All Stay,,Accessible to All Stay  in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/accessible-to-all-stay/idea-of-an-accessible-to-all-stay
idee-sejour/a-stay-plus/accessible-to-all-stay/accessible-to-all-stay-plus,Image,,,accessible-to-all-stay-plus,Accessible to All Stay Plus,,"Accessible to All gites and guest rooms, to live together even if different.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/accessible-to-all-stay/accessible-to-all-stay-plus
idee-sejour/a-stay-plus/anti-allergic-stay,IdeeSejour,en,idee-sejour/sejour-plus/sejour-antiallergique,anti-allergic-stay,Anti-allergic Stay,"
<p align=""center""><b><img src=""anti-allergic-stay-plus"" alt=""Anti-allergic Stay Plus"" /></b></p>
<p>Situated in a natural and healthy setting, the anti-allergic gites and guest rooms are ideal for people who suffer of allergies. The owner refuses access to pets and forbids smoking in the accommodation. He also ensures that the bedding, as well as all the fittings, are not favourable to acaroids due to the use of synthetic materials</p>
<p class=""discreet"">Our partner for the anti-allergic gites and guest rooms:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.oasis-allergies.org/"" target=""_blank"">Prévention des allergies asbl</a></p>
</li></ul>
","Allergy! A well known word, a source of bother... With their anti-allergic gites and guest rooms, the « Gîtes de Wallonie » offer stays in a purified ambiance. ",149|741|742|77|1040|686|543|912|447,publish,
idee-sejour/a-stay-plus/anti-allergic-stay/idea-of-an-anti-allergic-stay,Vignette,,,idea-of-an-anti-allergic-stay,Idea of an Anti-allergic Stay,,Anti-allergic Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/anti-allergic-stay/idea-of-an-anti-allergic-stay
idee-sejour/a-stay-plus/anti-allergic-stay/anti-allergic-stay-plus,Image,,,anti-allergic-stay-plus,Anti-allergic Stay Plus,,"Anti-allergic gites and guest rooms, holidays in a purified ambiance.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/anti-allergic-stay/anti-allergic-stay-plus
idee-sejour/a-stay-plus/garden-stay,IdeeSejour,en,idee-sejour/sejour-plus/sejour-gite-au-jardin,garden-stay,Garden Stay,"
<p align=""center""><b><img src=""garden-stay-plus"" alt=""Garden Stay Plus"" /></b></p>
<p>The Garden gites and guest rooms are first of all scent-filled gardens. Your host, who is a passionate gardener,  will guide you in the discovery of his garden.</p>
<p>Take advantage of moments of peace in magnificent gardens. At each turn, peace and quiet but also surprises await you. A connoisseur,  the master of the premises will invite you in his magnificent garden, exceptional by its aesthetic and botanical qualities.  He’ll open the doors of the secret garden…Listed gardens, wild but disciplined gardens.</p>
<p class=""discreet"">Our partners for the Garden gites and guest rooms:<br /></p>
<ul><li>
<p class=""discreet""><a href=""http://www.jardinsouverts.be"" target=""_blank"">Les Jardins ouverts de Belgique asbl<br /></a></p>
</li><li>
<p class=""discreet""><a href=""http://environnement.wallonie.be/"" target=""_blank"">L'administration wallonne de l'environnement</a></p>
</li></ul>
<p><br /></p>
",Put your holidays in the green and let nature talk. Let yourself be seduced by the enchanting world of nature listening to the explanations of a green-fingered councillor.,583|654|1051|324|1037|943|77|1082,publish,
idee-sejour/a-stay-plus/garden-stay/garden-stay-plus,Image,,,garden-stay-plus,Garden Stay Plus,,"Garden gites and guest rooms, a visit to a garden extraordinary.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/garden-stay/garden-stay-plus
idee-sejour/a-stay-plus/garden-stay/idea-of-a-garden-stay,Vignette,,,idea-of-a-garden-stay,Idea of a Garden Stay,,Garden Stay in a gite or guest room.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/garden-stay/idea-of-a-garden-stay
idee-sejour/a-stay-plus/eco-gite-stay,IdeeSejour,en,idee-sejour/sejour-plus/sejour-eco-gite,eco-gite-stay,Eco-Gîte Stay,"<p align=""center""><b><img class=""image-inline"" src=""eco-gite-stay"" alt=""Eco-Gîte Stay"" /></b></p>
<p>Staying in an Eco-Gîte means you can be sure of accommodation where the comfort and enjoyment of a holiday go hand in hand with protecting nature.</p>
<p>Together with Nature & Progrès, Gîtes de Wallonie offer you the opportunity to reduce your holiday carbon footprint. No need to head for far-off destinations: we can provide accommodation with “a change of scenery guaranteed” in passive houses, eco-bio constructions or holiday homes based on similar concepts. Everything is done to reduce the impact of your stay on the environment: use of natural, environmentally friendly materials, measures designed to reduce water and energy consumption, waste sorting, etc. </p>
<p>Your hosts will share with you not only their environmentally friendly lifestyle but also their favourite addresses: local producers, local natural resources to be explored, etc.</p>
<p class=""discreet"">Our partner for Eco-Gîte gîtes and guest rooms:<br /></p>
<ul><li>
<p class=""discreet""><a href=""http://www.natpro.be"" target=""_blank"">Nature &amp; Progrès Belgique</a></p>
</li></ul>
<p></p>",A stay in a gîte or guest room is always a stay close to nature. Enjoy an environmentally friendly holiday in ecologically responsible accommodation by opting for an Eco-Gîte.,1119|1120|1466|1467|1468|1616,publish,
